,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built
1459,459000.0,4,2.0,1560,3840,1.0,0,0,4,6,960,600,1924
1460,140000.0,3,1.0,1090,10620,1.5,0,0,3,7,1090,0,1959
1461,495000.0,2,1.0,970,4284,1.0,0,0,3,7,970,0,1905
1462,757000.0,3,3.25,3190,5283,2.0,0,0,3,9,3190,0,2007
1463,765000.0,3,3.25,3190,5283,2.0,0,0,3,9,3190,0,2007
1464,359000.0,4,1.5,1890,6052,1.0,0,0,4,7,1890,0,1955
1465,440000.0,3,1.0,1050,7500,1.0,0,0,3,6,1050,0,1900
1466,400000.0,4,1.5,1390,7200,1.0,0,0,3,7,1140,250,1965
1467,652000.0,3,2.0,1700,4080,1.0,0,0,4,7,850,850,1941
1468,260000.0,3,1.75,1050,5850,1.0,0,0,3,7,1050,0,1980
1469,1330000.0,5,3.0,3340,10796,1.0,0,2,3,9,2120,1220,1964
1470,519500.0,4,2.0,1540,17859,1.0,0,0,3,6,1540,0,1964
1471,650000.0,3,1.0,1710,5992,1.5,0,0,4,7,1560,150,1928
1472,280000.0,4,2.25,2100,8075,2.0,0,0,3,8,2100,0,1978
1473,515000.0,4,1.75,1730,7980,1.0,0,0,4,8,1730,0,1965
1474,400000.0,3,2.25,1500,2692,2.0,0,0,3,7,1500,0,1986
1475,652100.0,3,2.5,2380,5017,2.0,0,0,3,9,2380,0,2003
1476,235000.0,6,3.0,2180,7956,2.0,0,0,3,7,2180,0,1980
1477,701000.0,4,1.5,1840,10080,2.0,0,0,3,8,1840,0,1907
1478,640000.0,4,2.5,2341,9594,2.0,0,0,3,9,2341,0,1997
1479,455800.0,3,2.5,1690,4584,2.0,0,0,3,7,1690,0,2002
1480,504750.0,3,2.5,2490,21937,2.0,0,0,3,8,2490,0,1993
1481,483000.0,3,3.0,2440,15540,2.0,0,0,3,9,2440,0,1992
1482,530000.0,3,0.75,920,20412,1.0,1,2,5,6,920,0,1950
1483,250000.0,2,1.0,1030,8786,1.0,0,0,3,6,1030,0,1956
1484,229950.0,5,2.75,2000,5885,1.0,0,0,3,7,1260,740,1994
1485,884744.0,4,3.5,4210,9414,2.0,0,0,3,9,4210,0,2001
1486,514000.0,3,1.5,1610,9964,1.0,0,0,3,7,1080,530,1977
1487,532000.0,3,2.25,1910,35015,1.0,0,0,4,8,1430,480,1977
1488,423000.0,4,2.5,2660,5539,2.0,0,0,3,8,2660,0,2004
1489,420000.0,2,1.0,820,4025,1.0,0,2,5,6,820,0,1922
1490,521000.0,3,1.75,1730,18250,1.0,0,0,3,8,1730,0,1988
1491,577000.0,4,2.25,2360,7490,2.0,0,0,3,8,2360,0,1979
1492,425000.0,3,1.0,970,8040,1.0,0,0,3,7,970,0,1956
1493,495000.0,4,2.5,2460,4862,2.0,0,0,3,8,2460,0,2004
1494,340000.0,3,2.5,2690,8577,2.0,0,0,3,9,2690,0,1987
1495,499950.0,3,3.5,1820,1991,2.0,0,0,3,8,1430,390,2014
1496,1220000.0,4,3.0,3470,4750,2.0,0,2,3,9,2370,1100,2014
1497,720000.0,4,2.75,3370,7634,1.0,0,2,5,8,2110,1260,1977
1498,249000.0,3,1.5,1700,8247,1.0,0,0,3,7,1010,690,1970
1499,206135.0,3,1.0,1340,11070,1.0,0,0,4,7,1340,0,1978
1500,300000.0,5,2.75,2000,9276,2.0,0,0,4,7,2000,0,1968
1501,612000.0,6,3.0,3840,14040,1.5,0,3,3,8,2460,1380,1949
1502,1100000.0,5,2.5,3890,27311,2.0,0,2,3,10,3890,0,1950
1503,230000.0,4,2.0,1220,9100,1.5,0,0,4,7,1220,0,1970
1504,850000.0,3,1.0,2280,4600,1.0,0,2,3,8,1250,1030,1936
1505,355000.0,4,2.5,2770,7000,1.0,0,0,4,7,1940,830,1979
1506,442000.0,4,2.5,2520,7253,2.0,0,0,3,9,2520,0,1990
1507,399000.0,4,3.0,3060,5000,2.0,0,0,3,8,3060,0,2001
1508,360000.0,4,2.5,2390,7115,2.0,0,0,3,9,2390,0,1999
1509,390000.0,3,1.75,1320,7725,1.0,0,0,3,8,1320,0,1978
1510,413000.0,5,2.5,2900,8711,1.0,0,0,3,8,1650,1250,1977
1511,190000.0,2,1.0,700,9500,1.0,0,0,3,6,700,0,1951
1512,432900.0,3,2.5,2210,9226,2.0,0,0,3,8,2210,0,1998
1513,621138.0,3,2.25,2180,7741,2.0,0,0,3,9,2180,0,1986
1514,270000.0,3,2.25,2080,4252,1.5,0,0,3,7,1550,530,2003
1515,610000.0,4,2.25,2090,35040,1.0,0,0,3,8,1490,600,1980
1516,500000.0,3,2.0,1720,5525,1.0,0,2,5,7,960,760,1941
1517,715000.0,4,2.25,2460,40635,1.0,0,0,5,8,2460,0,1968
1518,264000.0,3,1.5,1470,14821,1.0,0,0,4,7,1470,0,1958
1519,550000.0,3,1.75,1650,3200,1.5,0,0,3,8,1650,0,1901
1520,337000.0,3,2.0,1690,9087,1.0,0,0,3,8,1690,0,1997
1521,170000.0,3,1.0,970,8710,1.0,0,0,4,6,970,0,1962
1522,405000.0,4,2.5,2030,9095,1.0,0,0,4,7,1130,900,1972
1523,775000.0,4,2.5,2540,28563,1.0,0,0,3,10,2540,0,1984
1524,425000.0,3,2.25,1570,7475,1.0,0,0,4,7,1200,370,1983
1525,713000.0,5,2.75,2580,9242,2.0,0,2,4,8,1720,860,1967
1526,555000.0,5,2.5,2090,8712,1.0,0,0,3,8,1420,670,1966
1527,810000.0,4,2.5,3260,5608,2.0,0,0,3,9,3260,0,2003
1528,1250000.0,4,3.75,3830,41263,2.0,0,0,4,11,3830,0,1990
1529,819000.0,3,3.5,2130,6150,2.0,0,2,5,8,1530,600,1908
1530,409900.0,3,2.5,1690,1200,2.0,0,0,3,8,1410,280,2013
1531,935000.0,2,2.5,1780,2067,2.0,0,0,5,9,1780,0,1974
1532,657500.0,4,1.75,1620,7560,1.0,0,3,4,7,1380,240,1947
1533,900000.0,6,3.75,4210,6105,2.0,0,0,3,9,3280,930,2008
1534,932800.0,5,3.25,2980,7095,2.5,0,0,3,9,2980,0,1998
1535,391000.0,3,2.0,1490,9000,1.0,0,0,4,8,1490,0,1977
1536,420000.0,4,2.5,2110,9825,2.0,0,0,3,8,2110,0,2000
1537,1300000.0,6,3.5,6563,32670,2.0,0,0,3,10,5153,1410,2002
1538,415000.0,3,1.5,1510,16800,1.0,0,0,5,8,1510,0,1956
1539,350000.0,3,1.75,1830,9425,1.0,0,0,3,8,1590,240,1946
1540,375000.0,2,1.0,1230,1820,2.0,0,0,4,7,830,400,1948
1541,860000.0,3,1.75,2180,14135,1.0,0,2,5,8,1300,880,1947
1542,495000.0,4,2.25,2220,8872,1.0,0,0,4,8,1110,1110,1961
1543,250000.0,4,2.25,1730,8400,1.0,0,0,3,7,1730,0,1962
1544,365000.0,4,2.25,1990,21312,1.0,0,0,4,8,1990,0,1968
1545,503000.0,3,2.75,1540,6760,1.0,0,0,5,7,1210,330,1980
1546,150000.0,2,1.0,1100,7200,1.0,0,0,4,6,1100,0,1944
1547,450000.0,4,1.75,1640,1480,1.0,0,0,4,7,820,820,1912
1548,355000.0,4,3.0,2590,7213,2.0,0,0,3,8,2590,0,2001
1549,245000.0,3,2.0,1450,9333,2.0,0,0,4,7,1450,0,1972
1550,265900.0,3,2.0,1180,7793,1.0,0,0,4,7,1180,0,1992
1551,299000.0,4,2.5,1820,7575,1.0,0,0,3,7,1220,600,1975
1552,957500.0,4,2.25,2360,11523,2.0,0,0,4,10,2360,0,1968
1553,343000.0,3,1.0,1120,7250,1.0,0,0,4,7,1120,0,1972
1554,307500.0,3,2.25,1646,7364,2.0,0,0,3,7,1646,0,1994
1555,937500.0,5,3.75,4210,14599,2.0,0,3,3,10,4210,0,2004
1556,610000.0,3,3.0,2480,45302,1.0,0,0,4,8,1620,860,1976
1557,720000.0,3,1.5,1590,7080,1.0,0,2,3,8,1310,280,1952
1558,610000.0,4,2.0,2130,2620,1.5,0,0,5,7,1650,480,1919
1559,434500.0,3,1.75,1650,7965,1.0,0,0,4,7,1650,0,1967
1560,602500.0,2,2.5,3090,47044,1.0,0,0,4,10,2250,840,1979
1561,607010.0,4,2.5,2180,4000,2.0,0,0,3,8,1700,480,2002
1562,610000.0,3,1.0,1800,5750,1.0,0,0,3,7,1040,760,1947
1563,828500.0,4,2.5,3720,35000,2.0,0,0,3,10,3720,0,1983
1564,199990.0,3,1.0,1100,8560,1.0,0,0,3,6,1100,0,1961
1565,294000.0,3,1.75,1530,9362,1.0,0,0,3,7,1530,0,1987
1566,789500.0,4,2.5,3010,6100,2.0,0,0,3,9,3010,0,2005
1567,797000.0,3,3.5,3500,9473,2.0,0,0,3,10,3500,0,2008
1568,539950.0,5,3.0,3100,5250,2.0,0,0,3,7,3100,0,2006
1569,284950.0,4,1.5,2000,6778,1.0,0,0,4,7,1170,830,1962
1570,776500.0,4,1.5,2290,10372,1.0,0,0,3,7,1510,780,1965
1571,525000.0,4,2.5,2400,10070,1.0,0,0,3,7,1510,890,1967
1572,303000.0,3,2.5,1850,4957,2.0,0,0,3,8,1850,0,1999
1573,722080.0,3,3.25,3680,7650,2.0,0,0,3,9,2340,1340,1988
1574,140000.0,3,1.0,1060,7473,1.0,0,0,3,7,1060,0,1959
1575,235000.0,3,1.0,1060,7473,1.0,0,0,3,7,1060,0,1959
1576,440000.0,3,1.0,1610,5500,1.5,0,0,3,7,1610,0,1903
1577,605000.0,3,1.75,2330,6000,1.5,0,0,4,7,1630,700,1940
1578,380000.0,2,1.0,1210,4800,1.0,0,0,3,8,1060,150,1950
1579,352000.0,4,1.0,1530,8890,1.0,0,0,3,7,980,550,1925
1580,420000.0,4,2.25,2270,12000,1.0,0,0,4,7,1360,910,1979
1581,1180000.0,4,2.0,2590,7220,2.0,0,2,4,10,2590,0,1930
1582,1380000.0,3,1.5,1850,10572,1.0,0,0,4,8,1850,0,1953
1583,300000.0,3,1.5,1500,14750,1.5,0,0,4,6,1500,0,1933
1584,1150000.0,4,3.25,4740,49091,2.0,0,0,3,11,4740,0,1990
1585,453500.0,2,1.5,1710,4189,1.0,0,1,5,7,1160,550,1951
1586,443500.0,3,2.0,1920,7598,1.0,0,0,4,8,1920,0,1972
1587,332000.0,2,1.0,1150,8138,1.0,0,0,3,7,1150,0,1954
1588,655000.0,3,2.5,2320,4721,2.0,0,0,3,8,2320,0,2004
1589,475000.0,4,1.0,1420,6000,1.5,0,0,3,7,1420,0,1950
1590,372500.0,3,1.75,1550,12956,1.0,0,0,3,7,1210,340,1988
1591,1050000.0,4,2.5,2920,7200,1.0,0,3,3,8,1470,1450,1921
1592,500000.0,3,1.75,1620,4200,1.0,0,0,5,7,830,790,1945
1593,900000.0,6,2.75,2300,24773,1.5,0,0,4,9,2300,0,1950
1594,327500.0,3,1.0,1070,7140,1.0,0,0,3,7,1070,0,1989
1595,390000.0,3,1.75,1790,7123,1.0,0,0,3,7,1790,0,1913
1596,451101.0,2,1.5,1510,1962,2.0,0,0,4,8,1510,0,1985
1597,455000.0,4,1.0,1340,5800,1.5,0,2,3,7,1340,0,1914
1598,650000.0,4,2.5,3350,46748,2.0,0,0,3,10,3350,0,2004
1599,895000.0,3,2.5,2500,7746,2.0,0,0,4,10,1910,590,1993
1600,800000.0,4,2.25,2350,10664,1.0,0,1,2,7,1510,840,1952
1601,703770.0,4,2.25,2550,12918,2.0,0,0,3,9,2550,0,1987
1602,249950.0,3,1.75,1320,10454,1.0,0,0,4,7,1320,0,1968
1603,512000.0,2,2.0,1270,3881,1.0,0,0,4,6,610,660,1926
1604,780000.0,5,2.5,3480,74052,1.0,0,0,4,8,1980,1500,1972
1605,336000.0,3,2.25,2820,11625,2.0,0,0,3,8,2820,0,1986
1606,285000.0,3,2.0,2110,6900,1.5,0,0,5,6,1220,890,1955
1607,229900.0,3,1.75,1100,7224,1.0,0,0,3,7,1100,0,1981
1608,667500.0,4,3.0,1920,4000,1.5,0,0,4,8,1540,380,1931
1609,378000.0,4,2.5,1890,12236,1.0,0,0,3,7,1230,660,1978
1610,454000.0,3,2.5,2530,43733,2.0,0,0,3,8,1530,1000,1991
1611,537500.0,4,2.5,2550,4630,2.0,0,0,3,7,2550,0,2005
1612,425000.0,3,1.0,1550,4160,1.5,0,0,4,6,1550,0,1926
1613,290000.0,3,2.0,1760,6600,1.0,0,0,3,7,1760,0,1998
1614,349500.0,3,2.0,1270,3600,1.0,0,0,3,7,1270,0,1963
1615,370000.0,3,2.75,1250,1655,2.0,0,0,3,7,830,420,2006
1616,549500.0,3,1.75,1620,8438,1.0,0,0,4,8,1620,0,1961
1617,245000.0,2,1.0,710,6322,1.0,0,0,3,6,710,0,1942
1618,208000.0,3,1.75,1070,7200,1.0,0,0,3,7,1070,0,1994
1619,248000.0,4,2.25,2320,8760,1.0,0,0,4,8,1160,1160,1966
1620,610000.0,4,3.25,5450,37058,1.5,0,0,5,9,5450,0,1984
1621,550000.0,4,2.5,1670,5116,2.0,0,0,3,8,1670,0,1999
1622,750000.0,3,2.75,3010,206910,2.0,0,2,3,10,3010,0,2001
1623,192000.0,2,1.75,1340,7380,1.0,0,0,3,6,1340,0,1940
1624,169317.0,2,1.0,790,4000,1.0,0,2,3,7,790,0,1908
1625,1200000.0,4,3.5,3400,3850,2.5,0,0,3,10,2790,610,2008
1626,880000.0,2,1.0,1530,6350,1.5,0,0,4,7,1530,0,1923
1627,210000.0,1,1.0,930,7129,1.0,0,0,3,6,930,0,1948
1628,180500.0,3,1.5,1540,9800,1.0,0,0,3,7,1010,530,1973
1629,540000.0,4,2.0,1990,29078,2.0,0,0,3,9,1990,0,1984
1630,520000.0,3,1.75,2300,35722,1.0,0,0,3,9,2300,0,1984
1631,177500.0,3,1.5,1220,6000,1.0,0,0,3,7,1220,0,1968
1632,415000.0,3,1.75,2380,5650,1.0,0,2,4,8,1190,1190,1956
1633,495000.0,4,2.5,2020,7200,1.0,0,0,5,7,1010,1010,1968
1634,325000.0,3,2.25,1890,9646,1.0,0,0,3,8,1890,0,1966
1635,440000.0,2,1.75,1330,4903,1.0,0,0,3,7,1330,0,1985
1636,411000.0,3,1.75,1490,9844,1.0,0,0,4,7,1190,300,1959
1637,810000.0,5,3.5,3550,9600,2.0,0,0,3,9,2550,1000,1998
1638,561750.0,5,1.75,2040,8996,1.0,0,2,4,7,1020,1020,1962
1639,835100.0,4,2.5,2380,12573,1.0,0,0,4,9,2380,0,1963
1640,450000.0,3,2.25,1780,9969,1.0,0,0,3,8,1450,330,1985
1641,238000.0,3,2.5,1650,2807,2.0,0,0,3,7,1650,0,2004
1642,299000.0,3,1.0,1510,142803,1.0,0,0,3,7,1510,0,1974
1643,570000.0,2,1.0,1100,6240,1.0,0,0,4,7,1100,0,1941
1644,340000.0,3,1.75,2190,12626,2.0,0,0,4,8,2190,0,1978
1645,450000.0,2,1.75,1760,2275,1.5,0,0,3,6,1040,720,1912
1646,272750.0,4,1.5,1800,8786,1.0,0,0,3,7,1330,470,1966
1647,520000.0,4,2.0,2000,6380,2.0,0,0,4,6,1860,140,1949
1648,284950.0,3,1.0,990,10723,1.0,0,0,5,7,990,0,1960
1649,255000.0,2,1.5,1480,9660,1.0,0,0,3,7,1480,0,1949
1650,231500.0,2,1.0,1200,9488,1.0,0,0,5,7,1200,0,1941
1651,415000.0,1,2.0,3000,204732,2.5,0,2,3,8,3000,0,1979
1652,330000.0,4,2.5,3504,6000,2.0,0,0,3,7,3504,0,2006
1653,365000.0,3,1.5,1300,12240,1.0,0,0,3,7,1300,0,1963
1654,425000.0,4,2.0,1330,9188,1.5,0,0,3,7,1330,0,1928
1655,400000.0,4,1.75,1850,6480,1.0,0,0,4,7,1120,730,1958
1656,335000.0,4,2.5,2240,9701,2.0,0,0,3,9,2240,0,1989
1657,342000.0,3,3.0,1260,1251,2.0,0,0,3,7,1040,220,2003
1658,490000.0,8,5.0,2800,2580,2.0,0,0,3,8,1880,920,1997
1659,331500.0,4,1.75,1820,14319,1.0,0,0,4,7,1820,0,1969
1660,960000.0,3,2.5,1730,4102,3.0,1,4,3,8,1730,0,1996
1661,720500.0,4,2.5,3350,35298,2.0,0,0,4,9,3350,0,1985
1662,830000.0,3,2.5,3370,6550,2.0,0,2,4,8,2840,530,1912
1663,662990.0,3,1.75,1240,3600,1.5,0,0,5,7,1240,0,1926
1664,220000.0,4,2.0,2340,10507,1.5,0,0,4,6,2340,0,1959
1665,349950.0,5,2.0,1880,4179,1.0,0,0,3,7,940,940,1952
1666,550000.0,3,2.0,1810,2159,1.0,0,0,3,7,1010,800,1922
1667,396000.0,3,1.75,2340,5668,1.0,0,0,4,6,1200,1140,1941
1668,635000.0,4,1.5,2820,4000,2.0,0,0,3,7,2820,0,1911
1669,293000.0,3,1.0,1020,7650,1.0,0,0,3,7,1020,0,1940
1670,339000.0,3,2.25,2090,10120,1.0,0,0,4,7,1290,800,1979
1671,285000.0,4,2.25,1830,8734,2.0,0,0,4,7,1830,0,1991
1672,775000.0,6,2.75,2980,5000,1.5,0,0,3,7,2480,500,1916
1673,224000.0,4,1.5,1600,9289,1.0,0,0,4,7,1600,0,1959
1674,2250000.0,4,3.5,4440,8125,2.0,0,3,5,10,3140,1300,1922
1675,165050.0,3,1.0,1200,8514,1.0,0,0,3,7,1200,0,1959
1676,275000.0,3,1.25,1230,4500,1.5,0,0,4,7,1230,0,1913
1677,445000.0,5,3.0,2930,5500,1.0,0,0,3,7,1750,1180,1951
1678,510000.0,3,2.25,2370,38639,1.0,0,0,3,8,1930,440,1978
1679,1230000.0,4,2.5,3040,7000,2.0,0,0,3,9,3040,0,2001
1680,390000.0,3,1.5,1610,13500,1.0,0,0,3,7,1060,550,1970
1681,460000.0,3,2.25,2350,10450,1.0,0,0,3,8,1390,960,1977
1682,700000.0,3,1.75,2000,14733,1.0,0,0,4,8,2000,0,1958
1683,874150.0,4,3.5,3530,14406,2.0,0,1,3,10,2570,960,1987
1684,470000.0,3,2.25,2220,9800,2.0,0,0,3,8,2220,0,1987
1685,374000.0,3,1.75,2000,9416,1.0,0,0,4,6,2000,0,1961
1686,510000.0,2,1.75,1210,131115,1.5,0,0,5,7,1210,0,1950
1687,467000.0,2,2.5,1140,1181,3.0,0,0,3,8,1140,0,2007
1688,576000.0,4,2.5,2440,28405,2.0,0,0,3,8,2440,0,2002
1689,196440.0,3,2.0,1560,7352,1.0,0,0,3,6,1560,0,1992
1690,825000.0,4,2.5,3210,18901,2.0,0,0,3,10,3210,0,1993
1691,281000.0,2,1.0,930,2600,1.0,0,0,3,7,930,0,1981
1692,326000.0,3,2.5,1782,1577,3.0,0,0,3,7,1782,0,2000
1693,340000.0,3,1.75,1740,46580,1.0,0,0,4,7,1740,0,1980
1694,440000.0,5,1.75,3690,36036,1.0,0,0,3,9,1890,1800,1985
1695,749000.0,4,2.5,2930,18199,2.0,0,0,3,9,2930,0,1998
1696,340000.0,4,1.0,1230,8316,1.5,0,0,3,7,1230,0,1963
1697,561000.0,3,2.0,2000,7000,2.0,0,0,3,7,2000,0,1916
1698,270000.0,3,2.25,1520,7930,1.0,0,0,3,7,1160,360,1988
1699,600000.0,2,1.0,1040,3600,1.0,0,0,4,7,1040,0,1919
1700,219900.0,4,1.5,1120,5427,1.0,0,0,3,6,1120,0,1969
1701,617000.0,3,1.75,3020,360241,2.0,0,0,3,8,3020,0,1992
1702,469000.0,3,2.25,1820,8446,2.0,0,0,3,8,1820,0,1978
1703,229000.0,3,1.0,1370,56628,1.0,0,0,3,7,1370,0,1942
1704,1270000.0,4,3.0,3130,2646,2.5,0,0,5,9,2290,840,1906
1705,365000.0,3,1.5,1640,8301,1.0,0,0,3,7,1290,350,1958
1706,429000.0,4,2.5,2650,9301,2.0,0,0,3,9,2650,0,2001
1707,550000.0,4,2.5,2850,6809,2.0,0,0,3,9,2850,0,2003
1708,453000.0,3,2.5,1820,16300,1.0,0,0,4,7,1220,600,1955
1709,187500.0,3,1.5,1180,7000,1.0,0,0,4,7,1180,0,1977
1710,520500.0,6,2.5,1880,14350,1.0,0,0,5,7,1640,240,1955
1711,300000.0,3,1.75,1280,12776,1.0,0,0,4,7,1280,0,1977
1712,799000.0,4,3.25,3120,5000,2.0,0,0,3,9,2370,750,2005
1713,338000.0,3,2.5,2470,4948,2.0,0,0,3,8,2470,0,2003
1714,800000.0,3,1.0,1700,4400,1.5,0,0,4,8,1700,0,1906
1715,360000.0,2,2.0,1180,3200,1.0,0,1,4,6,590,590,1945
1716,442500.0,6,2.5,2800,10490,1.0,0,0,3,7,1400,1400,1968
1717,700000.0,4,1.0,1300,1651359,1.0,0,3,4,6,1300,0,1920
1718,830000.0,5,3.0,3040,9601,1.0,0,0,5,9,1970,1070,1968
1719,360400.0,3,2.5,1630,11592,2.0,0,0,3,8,1630,0,1987
1720,345000.0,3,1.0,1340,9339,1.0,0,0,5,7,1340,0,1960
1721,300000.0,3,1.75,1830,51836,1.0,0,0,4,7,1430,400,1966
1722,350000.0,3,1.0,1240,10800,1.0,0,0,5,7,1240,0,1959
1723,368000.0,4,2.0,2500,36900,1.0,0,0,3,7,1540,960,1972
1724,264000.0,3,1.75,1760,7482,1.0,0,0,4,8,1760,0,1966
1725,435000.0,3,2.0,2660,16677,1.0,0,0,3,9,2210,450,1990
1726,200000.0,3,1.5,2060,15837,1.5,0,0,3,6,2060,0,1903
1727,620000.0,5,2.5,2540,3832,2.0,0,0,5,8,1760,780,1929
1728,1680000.0,5,4.25,4830,11466,2.0,0,0,3,10,3720,1110,2014
1729,337000.0,3,1.75,1400,6000,1.0,0,0,4,7,700,700,1919
1730,1930000.0,4,3.25,4280,20296,2.0,0,0,4,11,4280,0,1984
1731,544500.0,4,2.5,2230,10414,1.0,0,0,5,7,1450,780,1974
1732,252000.0,1,1.0,680,1638,1.0,0,4,1,6,680,0,1910
1733,445000.0,4,2.5,2340,3784,2.0,0,0,3,8,2340,0,2008
1734,379500.0,3,2.25,2070,14196,2.0,0,0,3,7,2070,0,1989
1735,189950.0,4,2.0,1910,4225,1.0,0,0,4,6,910,1000,1919
1736,469000.0,3,1.0,950,4250,1.5,0,0,5,6,950,0,1948
1737,600000.0,5,2.75,2910,53898,1.0,0,0,5,7,1510,1400,1979
1738,785000.0,3,2.5,2930,33981,2.0,0,2,3,9,2930,0,2000
1739,372000.0,4,2.75,2610,8967,2.0,0,0,4,8,2610,0,1990
1740,445000.0,5,3.0,3880,7180,2.0,0,0,3,7,3880,0,2004
1741,508000.0,4,2.25,3320,53392,2.0,0,0,4,8,2000,1320,1986
1742,780000.0,5,1.5,1940,4800,2.0,0,0,3,8,1940,0,1905
1743,541100.0,4,2.25,2510,9800,2.0,0,0,3,9,2510,0,1978
1744,729000.0,4,2.5,2660,5608,2.0,0,0,3,9,2660,0,2003
1745,397000.0,3,2.0,1710,134489,1.0,0,2,5,7,1710,0,1952
1746,451555.0,2,1.0,1320,4520,1.0,0,1,3,6,1320,0,1912
1747,300000.0,2,1.0,960,8153,1.0,0,0,3,6,960,0,1947
1748,416000.0,3,2.5,1790,11542,1.0,0,0,5,7,1190,600,1969
1749,490000.0,2,1.0,950,3060,1.0,0,0,3,6,810,140,1925
1750,480000.0,6,3.75,2940,5054,2.0,0,0,3,7,2940,0,1942
1751,368000.0,2,2.0,930,1662,1.0,0,0,3,7,670,260,2002
1752,1040000.0,3,2.5,4570,10615,2.0,0,0,3,12,4570,0,1991
1753,545000.0,3,2.5,2370,9000,1.0,0,3,4,8,1570,800,1952
1754,850000.0,5,2.75,3430,15119,2.0,0,0,3,10,3430,0,1998
1755,550000.0,4,3.5,3540,4750,2.0,0,0,3,10,3540,0,2003
1756,600000.0,3,2.25,2240,9314,2.0,0,0,3,9,2240,0,1984
1757,535000.0,4,2.5,2710,12138,1.0,0,0,3,8,1700,1010,1968
1758,599950.0,3,2.5,2660,4975,2.0,0,0,3,8,2660,0,2014
1759,531000.0,5,2.75,2540,5022,1.0,0,0,4,8,1540,1000,1955
1760,530000.0,4,2.25,2210,7665,2.0,0,0,4,8,2210,0,1968
1761,597326.0,4,4.0,3570,8250,2.0,0,0,3,10,2860,710,2015
1762,805000.0,4,2.5,3450,33460,2.0,0,0,3,9,3450,0,1997
1763,390000.0,4,1.75,2330,8364,1.0,0,0,4,8,2330,0,1968
1764,487250.0,4,2.0,1690,3250,1.5,0,0,3,7,1550,140,1901
1765,301000.0,3,1.5,1030,8414,1.0,0,0,4,7,1030,0,1967
1766,1180000.0,5,2.75,2560,5618,1.5,0,2,3,8,2220,340,1923
1767,299000.0,4,2.5,1950,3000,2.0,0,0,3,7,1950,0,2002
1768,2350000.0,4,2.25,4370,22863,2.5,0,3,4,10,3670,700,1907
1769,400000.0,4,2.5,2350,3904,2.5,0,0,3,7,2350,0,1999
1770,467500.0,4,2.5,3160,7210,1.0,0,0,4,7,1880,1280,1969
1771,305000.0,4,2.5,2430,9103,2.0,0,0,3,8,2430,0,1990
1772,210000.0,3,1.0,1340,306848,1.0,0,0,3,5,1340,0,1953
1773,300000.0,3,1.0,1010,10168,1.0,0,0,3,6,1010,0,1979
1774,327500.0,3,2.25,1770,8755,1.0,0,0,3,8,1330,440,1981
1775,269000.0,3,2.0,1210,7136,1.0,0,0,3,7,1210,0,2003
1776,975000.0,4,3.25,3330,17533,1.0,0,2,3,9,1750,1580,1969
1777,355000.0,3,1.0,1240,5400,1.0,0,0,4,7,1060,180,1940
1778,712000.0,3,1.0,1250,4620,1.5,0,0,4,7,1150,100,1900
1779,883000.0,4,2.5,2960,41656,2.0,0,0,3,10,2960,0,1985
1780,190000.0,2,1.0,840,12252,1.0,0,0,3,6,840,0,1994
1781,443000.0,3,1.75,1530,8028,1.0,0,0,3,7,1200,330,1967
1782,920000.0,4,3.0,3750,11025,2.0,0,0,3,10,3750,0,1976
1783,285000.0,4,2.25,2150,8250,1.0,0,0,4,7,1240,910,1978
1784,901000.0,4,3.25,1560,4080,1.0,0,0,3,7,1560,0,1916
1785,552500.0,3,1.75,2040,5775,1.0,0,0,3,7,1410,630,1958
1786,256000.0,2,1.0,860,5000,1.0,0,0,3,6,860,0,1915
1787,341000.0,3,1.5,1720,7119,1.5,0,0,4,7,1720,0,1952
1788,279000.0,4,2.25,2090,8941,2.0,0,0,3,7,2090,0,1975
1789,686000.0,4,2.25,2130,10650,2.0,0,0,4,8,2130,0,1977
1790,225000.0,2,1.0,1300,11867,1.5,0,0,4,6,1300,0,1975
1791,215500.0,2,1.75,1220,15600,1.0,0,0,3,6,1220,0,1972
1792,950000.0,4,3.0,2420,4800,1.5,0,0,3,7,1520,900,1919
1793,503000.0,4,2.5,2940,156988,2.0,0,2,3,9,1870,1070,1996
1794,780000.0,3,2.5,2610,7567,2.0,0,0,3,9,2610,0,1997
1795,212000.0,4,2.0,1880,7500,1.0,0,0,5,6,980,900,1946
1796,580000.0,4,2.75,2330,6703,1.5,0,0,3,7,1710,620,1983
1797,465000.0,4,2.5,2200,3141,2.0,0,0,3,7,2060,140,1994
1798,206000.0,4,2.0,1720,7560,1.0,0,0,3,7,1720,0,1959
1799,615000.0,3,2.5,2250,10171,2.0,0,0,3,9,2250,0,1987
1800,519000.0,4,1.0,1640,6305,1.5,0,0,5,6,1640,0,1907
1801,1140000.0,4,3.25,4130,11444,2.0,0,0,3,11,4130,0,2001
1802,330000.0,5,2.5,2600,3839,2.0,0,0,3,7,2600,0,2005
1803,240000.0,4,1.5,1920,7973,1.0,0,0,3,8,1920,0,1955
1804,574000.0,3,2.0,2060,7000,1.0,0,0,4,9,2060,0,1988
1805,930000.0,4,4.25,5710,24663,2.0,0,0,3,11,5710,0,2007
1806,850000.0,4,3.0,2720,183823,2.0,0,0,3,8,2720,0,1975
